Symbol,Module,Degree,Log2FC
TCN1,3,2,-4.45217740237059
F2RL2,3,2,-1.18215885792005
SLC22A17,3,2,1.04403045690025
CASP5,3,2,1.02762306447864
HLF,3,2,1.3372881050902
CLEC5A,3,2,-2.62986017351634
ITLN1,3,2,1.89538011398467
CLEC4E,3,2,-1.1688936232937
GRK1,3,2,-1.52058197732821
NPC1L1,3,2,-2.24511443917731
PRSS2,3,2,-1.18655441994721
RORB,4,2,2.66384453805265
BHLHE40,4,2,-1.13017402898867
CD44,5,120,-1.05802144837809
COL1A1,5,72,-1.66564284607089
IGF1,5,68,1.14300901403296
KIT,5,58,1.2333515710738
COL1A2,5,50,-1.14118991790641
ACAN,5,48,-2.61810644580415
ITGA2,5,44,-1.36255237605658
SPP1,5,42,-2.87952866404611
BMP2,5,40,1.30150729414825
MET,5,38,-1.55183760041735
SHH,5,36,-1.46522183125407
ITGA11,5,36,-1.10048303964147
ITGA8,5,34,1.30455174756553
SOX9,5,34,-1.2981173365201
FGFR2,5,32,1.54393099960427
FGF9,5,32,1.79623098359996
COL4A1,5,32,-1.25473703746411
FGF10,5,32,1.13153010393971
VTN,5,32,-1.57246967434457
BGN,5,30,-1.88019214836869
NTRK2,5,30,1.64802077988505
FGF18,5,30,-1.67303279581848
COL2A1,5,30,1.36219511959254
COL5A2,5,28,-1.14837089454866
SNAI1,5,28,-1.7978508861211
THBS2,5,26,-2.04546887009179
COL10A1,5,24,-2.79005479127624
NGFR,5,24,1.23769900110057
COL11A1,5,22,-4.13075247790853
COL4A5,5,22,1.14307624325047
COMP,5,22,-3.891932958938
TNFSF11,5,20,-1.02213780659337
TWIST1,5,20,-1.59777765660418
MMP13,5,20,-2.66354456678313
EFNA5,5,18,1.77134989820092
FLT3,5,18,1.1105384128932
COL12A1,5,18,-1.79689445487996
SERPINH1,5,18,-1.01140972253567
FBLN2,5,18,1.12804054046831
VEGFD,5,16,3.34546864575067
EFNA3,5,16,-1.36563037907183
AREG,5,16,-1.31232302920611
LAMC2,5,16,-1.03878557044759
SPARC,5,16,-1.1652007106971
BMP7,5,14,-1.86089615386545
COL4A6,5,14,1.8011288033307
EREG,5,12,-1.94661577353793
HAPLN1,5,12,1.86242471204998
MSX1,5,12,-2.24217043759357
LYVE1,5,12,2.12340557043537
KLB,5,12,1.44585602068995
TGFBI,5,10,-2.20430865698777
PDGFD,5,10,1.28626409345477
MSX2,5,10,-3.31133176055854
MFAP2,5,10,-1.85034197667059
FBLN1,5,10,1.33457215971353
COL8A1,5,10,-1.72552187163896
LAMA1,5,10,1.45710381629958
COL7A1,5,10,-1.40081759746415
PRELP,5,10,1.80681324193
MFAP5,5,10,1.45982828832981
GREM2,5,8,2.71989957786609
TNXB,5,8,2.5531110348113
FKBP10,5,8,-1.41673664941122
PROX1,5,8,-1.20036416754426
MFAP4,5,8,1.42690841710623
ADAMTS2,5,8,-1.40251416993041
RELN,5,8,1.62982925973869
MATN3,5,8,-2.20380572773413
FGFRL1,5,6,-1.3228176746021
EPHA10,5,6,1.27131398752262
CHAD,5,6,1.93271505256816
TNFRSF12A,5,6,-2.04081916998753
SOX6,5,6,1.02679327454274
PDPN,5,6,-1.53744150017378
EPHA7,5,6,1.97988173801527
GHR,5,6,1.50508880896973
OGN,5,6,2.54294817241919
NRG1,5,6,1.17072285878175
OMD,5,6,1.70268895362584
MGP,5,6,1.14095397957821
NRG2,5,6,2.5415872181887
AMH,5,6,-1.01940964376
NTRK3,5,4,2.35760665771567
TNFRSF11B,5,4,-1.35274816973656
GDF7,5,4,1.05493961503337
EPHB3,5,4,-1.07810161530401
ADAMTS1,5,4,1.20708292729678
P4HA3,5,4,-1.75238761180084
EPHB1,5,4,-2.02412324287083
LMX1A,5,4,4.57104095964893
COL22A1,5,4,-1.03760128284274
FOXC2,5,4,-1.03093326584652
DISP2,5,2,1.91661677221652
